"gene_id"	"cons_50kb"	"cons_100kb"	"cons_200kb"	"cons_500kb"	"cons_1000kb"
"ENSG00000085840"	0.068	0.09491	0.07672	0.065574	0.054865
"ENSG00000085871"	0.0663	0.05891	0.051925	0.061082	0.057988
"ENSG00000085872"	0.06828	0.06873	0.044485	0.03454	0.034024
"ENSG00000085978"	0.03936	0.03653	0.036935	0.0319755555555556	0.0303673684210526
"ENSG00000085982"	0.03456	0.03727	0.036925	0.03128	0.0316515789473684
"ENSG00000085998"	0.11542	0.08252	0.098445	0.072532	0.071416
"ENSG00000085999"	0.10956	0.08492	0.08233	0.085504	0.071148
"ENSG00000086015"	0.03006	0.03722	0.02835	0.05314	0.061134
"ENSG00000086061"	0.0764	0.06277	0.047865	0.042174	0.048936
"ENSG00000086062"	0.05014	0.04014	0.043685	0.04418	0.037906
"ENSG00000086065"	0.08192	0.05932	0.045565	0.051168	0.037244
"ENSG00000086102"	0.0498	0.05753	0.050135	0.042446	0.037079
"ENSG00000086159"	0.14482	0.12691	0.097075	0.096916	0.084718
"ENSG00000086189"	0.0852	0.06837	0.05197	0.04909	0.048951
"ENSG00000086200"	0.03308	0.03401	0.03468	0.03795	0.03913
"ENSG00000086205"	0.03984	0.02415	0.015965	0.01545	0.012171
"ENSG00000086232"	0.04898	0.03731	0.03666	0.034432	0.036406
"ENSG00000086288"	0.01816	0.02596	0.02399	0.019586	0.018305
"ENSG00000086289"	0.00914	0.01172	0.01812	0.017876	0.019602
"ENSG00000086300"	0.02384	0.05326	0.05581	0.070972	0.083057
"ENSG00000086475"	0.06834	0.04029	0.02428	0.03194	0.029248
"ENSG00000086504"	0.08018	0.051	0.048925	0.046624	NA
"ENSG00000086506"	0.03408	0.03928	0.04053	NA	NA
"ENSG00000086544"	0.0722	0.08179	0.073275	0.071058	0.0602
"ENSG00000086548"	0.00768	0.00824	0.022125	0.046836	0.072211
"ENSG00000086570"	0.13734	0.11489	0.074195	0.044964	0.045254
"ENSG00000086589"	0.06868	0.07908	0.065485	0.053788	0.056611
"ENSG00000086598"	0.053	0.0446	0.03599	0.040256	0.044502
"ENSG00000086619"	0.02782	0.03948	0.024605	0.02285	0.03257
"ENSG00000086666"	0.0168	0.02954	0.022205	0.015032	0.015515
"ENSG00000086696"	0.00944	0.01367	0.017485	0.029856	0.033522
"ENSG00000086730"	0.03756	0.03284	0.02511	0.036306	0.033225
"ENSG00000086827"	0.0674	0.05807	0.052965	0.046758	0.066142
"ENSG00000086848"	0.0711	0.07336	0.08371	0.078896	0.064165
"ENSG00000086967"	0.07644	0.08733	0.07881	0.084964	0.055655
"ENSG00000086991"	0.02052	0.01842	0.01893	0.020146	0.016147
"ENSG00000087008"	0.0171	0.01593	0.01211	0.017388	0.0171457696228338
"ENSG00000087053"	0.0259	0.04272	0.04703	0.054566	0.056412
"ENSG00000087074"	0.0624	0.0565	0.051215	0.08646	0.081616
"ENSG00000087076"	0.03716	0.04611	0.05598	0.08129	0.080472
"ENSG00000087077"	0.2179	0.13801	0.0948725853948949	0.0761666666666667	0.0805557894736842
"ENSG00000087085"	0.16994	0.11615	0.102462122360388	0.0740933333333333	0.0809768421052632
"ENSG00000087086"	0.08364	0.07463	0.090805	0.087114	0.079614
"ENSG00000087087"	0.21872	0.121	0.0979975642223922	0.0733511111111111	0.0809926315789474
"ENSG00000087088"	0.08004	0.06829	0.087105	0.087048	0.079279
"ENSG00000087095"	0.06912	0.07267	0.082955	0.071422	0.070251
"ENSG00000087111"	0.16294	0.15001	0.14592	0.129932	0.117846
"ENSG00000087116"	0.01698	0.01668	0.023515	0.032862	0.03501
"ENSG00000087128"	0.02796	0.01972	0.01385	0.023656	0.017999
"ENSG00000087152"	0.29442	0.17982	0.13311	0.120024	0.094249
"ENSG00000087157"	0.0637	0.08351	0.075065	0.048702	0.044781
"ENSG00000087191"	0.19364	0.12783	0.098705	0.092244	0.080813
"ENSG00000087206"	0.06722	0.0448	0.066795	0.065746	0.07466
"ENSG00000087237"	0.01504	0.02787	0.039615	0.063654	0.049559
"ENSG00000087245"	0.05102	0.06306	0.069905	0.061894	0.051897
"ENSG00000087250"	0.02338	0.02488	0.030865	0.056198	0.055863
"ENSG00000087253"	0.04924	0.04575	0.041555	0.055186	0.049213
"ENSG00000087258"	0.04604	0.04442	0.071975	0.063722	0.048073
"ENSG00000087263"	0.0525	0.06245	0.0476	0.043124	0.05728
"ENSG00000087266"	0.03382	0.0203	0.028395	0.026522	0.027321
"ENSG00000087269"	0.0566	0.04409	0.033135	0.028684	0.029573
"ENSG00000087274"	0.04976	0.04269	0.03761	0.029454	0.027524
"ENSG00000087299"	0.02972	0.044	0.037685	0.04228	0.051869
"ENSG00000087301"	0.03414	0.02601	0.032135	0.040132	0.038568
"ENSG00000087302"	0.06276	0.0568	0.04565	0.028838	0.034193
"ENSG00000087303"	0.04666	0.05939	0.04608	0.02965	0.033593
"ENSG00000087338"	0.0593	0.05634	0.058295	0.046074	0.051715
"ENSG00000087365"	0.13624	0.08224	0.06593	0.082116	0.096738
"ENSG00000087448"	0.04638	0.053	0.055245	0.051842	0.047972
"ENSG00000087460"	0.15316	0.11995	0.06979	0.063022	0.053499
"ENSG00000087470"	0.07638	0.07459	0.053995	0.039132	0.030661
"ENSG00000087494"	0.10132	0.07111	0.064155	0.05886	0.046439
"ENSG00000087495"	0.00686	0.00931	0.0092	0.01812	0.021256
"ENSG00000087502"	0.04172	0.04487	0.030395	0.021242	0.024253
"ENSG00000087510"	0.05408	0.03325	0.02224	0.024272	0.022611
"ENSG00000087586"	0.0607	0.0341	0.029485	0.023718	0.026742
"ENSG00000087589"	0.02782	0.03789	0.031365	0.02431	0.026738
"ENSG00000087884"	0.03042	0.03492	0.031675	0.039482	0.041904
"ENSG00000087903"	0.00908	0.01162	0.019895	0.024056	0.040873
"ENSG00000087995"	0.03482	0.05351	0.041265	0.051148	0.063963
"ENSG00000088002"	0.0213	0.03391	0.08657	0.083562	0.07006
"ENSG00000088035"	0.04126	0.07021	0.076385	0.077992	0.088
"ENSG00000088038"	0.12892	0.1062	0.0618	0.043446	0.034612
"ENSG00000088053"	0.01458	0.01318	0.03228	0.031888	0.03662
"ENSG00000088179"	0.02642	0.01887	0.025105	0.030916	0.03068
"ENSG00000088205"	0.03842	0.02965	0.027025	0.042538	0.046034
"ENSG00000088247"	0.09226	0.09414	0.0667	0.03823	0.036864
"ENSG00000088256"	0.03076	0.03175	0.043895	0.031312	0.035259
"ENSG00000088280"	0.06878	0.05257	0.0725	0.065892	0.059742
"ENSG00000088298"	0.02476	0.03928	0.06628	0.083186	0.094859
"ENSG00000088305"	0.08366	0.0591	0.046585	0.048276	0.054345
"ENSG00000088320"	0.04814	0.03456	0.035645	0.040734	0.0471917647058823
"ENSG00000088325"	0.07268	0.08297	0.096745	0.076168	0.060134
"ENSG00000088356"	0.07696	0.07687	0.065915	0.078618	0.073407
"ENSG00000088367"	0.07596	0.08378	0.082765	0.0629711111111111	0.0627021052631579
"ENSG00000088386"	0.02672	0.02061	0.02594	0.034638	0.032266
"ENSG00000088387"	0.04104	0.04567	0.055055	0.039126	0.032921
"ENSG00000088448"	0.05918	0.03691	0.021695	0.016402	0.017962
"ENSG00000088451"	0.04782	0.04843	0.05335	0.065584	0.069268
"ENSG00000088538"	0.00406	0.00991	0.00882	0.013298	0.035737
"ENSG00000088543"	0.05606	0.07536	0.079155	0.089754	0.080605
"ENSG00000088682"	0.09846	0.06656	0.05438	0.045542	0.046921
"ENSG00000088726"	0.0193	0.01835	0.03581	0.03857	0.034574
"ENSG00000088727"	0.04752	0.03408	0.04039	0.058586	0.055693
"ENSG00000088756"	0.01332	0.01574	0.023845	0.02724	0.022667
"ENSG00000088766"	0.0448	0.04393	0.05269	0.039826	0.039512
"ENSG00000088782"	0.0068	0.00674	0.00622495906837956	NA	NA
"ENSG00000088808"	0.01256	0.0223	0.02714	0.027078	0.031812
"ENSG00000088812"	0.0719	0.0483	0.04835	0.062454	0.060259
"ENSG00000088826"	0.04114	0.04276	0.038765	0.036506	0.043502
"ENSG00000088827"	0.09362	0.08621	0.088885	0.062768	0.054624
"ENSG00000088832"	0.04488	0.02662	0.0465	0.03769	0.03119
"ENSG00000088833"	0.04886	0.02834	0.02792	0.030838	0.035922
"ENSG00000088836"	0.10536	0.0809	0.089135	0.060712	0.05955
"ENSG00000088854"	0.04638	0.05203	0.05963	0.057946	0.064415
"ENSG00000088876"	0.0041	0.02331	0.025495	0.039096	0.043165
"ENSG00000088881"	0.04978	0.05641	0.065325	0.050122	0.04939
"ENSG00000088882"	0.05872	0.07698	0.06844	0.057672	0.054949
"ENSG00000088888"	0.01662	0.02513	0.062885	0.060202	0.048874
"ENSG00000088899"	0.14396	0.10187	0.084945	0.06153	0.056749
"ENSG00000088926"	0.03626	0.02632	0.0213	0.016516	0.030013
"ENSG00000088930"	0.08496	0.0832	0.05687	0.06632	0.057644
"ENSG00000088986"	0.08374	0.06478	0.067805	0.07755	0.071556
"ENSG00000088992"	0.01544	0.02184	0.04303	0.050042	0.043295
"ENSG00000089006"	0.05252	0.03275	0.02738	0.024622	0.027584
"ENSG00000089009"	0.05116	0.05421	0.0535	0.05476	0.047117
"ENSG00000089012"	0.00534	0.00913	0.008205	0.022098	0.039469
"ENSG00000089022"	0.04546	0.0366	0.03489	0.044198	0.055702
"ENSG00000089041"	0.0305	0.02434	0.02788	0.034312	0.047929
"ENSG00000089048"	0.0697	0.05786	0.048335	0.046488	0.047247
"ENSG00000089050"	0.06346	0.05073	0.0388	0.029058	0.02495
"ENSG00000089053"	0.03484	0.04481	0.05437	0.050834	0.049402
"ENSG00000089057"	0.01314	0.02362	0.028145	0.027498	0.026638
"ENSG00000089060"	0.0255	0.03647	0.037755	0.05335	0.043411
"ENSG00000089063"	0.05016	0.03057	0.02515	0.026636	0.028622
"ENSG00000089091"	0.01896	0.02925	0.02784	0.028248	0.027308
"ENSG00000089094"	0.03632	0.04838	0.06886	0.049104	0.047835
"ENSG00000089101"	0.07852	0.06738	0.05017	0.065582	0.052511
"ENSG00000089116"	0.09534	0.07168	0.0579	0.047392	0.044687
"ENSG00000089123"	0.03376	0.04576	0.05753	0.059346	0.048355
"ENSG00000089127"	0.01862	0.03114	0.02454	0.034364	0.034683
"ENSG00000089154"	0.14824	0.11777	0.103955	0.07936	0.077855
"ENSG00000089157"	0.11344	0.10862	0.09504	0.080822	0.078265
"ENSG00000089159"	0.09262	0.0825	0.08298	0.083074	0.077513
"ENSG00000089163"	0.03442	0.05761	0.088245	0.085196	0.071934
"ENSG00000089169"	0.0152	0.01947	0.02162	0.024466	0.040722
"ENSG00000089177"	0.04738	0.05635	0.05922	0.044356	0.037977
"ENSG00000089195"	0.082	0.06177	0.04903	0.033864	0.034972
"ENSG00000089199"	0.04834	0.05112	0.04893	0.03291	0.033494
"ENSG00000089220"	0.06658	0.07099	0.064045	0.050064	0.039711
"ENSG00000089225"	0.0837	0.07495	0.06117	0.039122	0.039416
"ENSG00000089234"	0.06454	0.04703	0.042045	0.047356	0.053315
"ENSG00000089248"	0.09104	0.06915	0.05274	0.061708	0.053447
"ENSG00000089250"	0.0266	0.03626	0.035755	0.037942	0.040668
"ENSG00000089280"	0.10392	0.09276	0.08109	0.089588	0.083664
"ENSG00000089327"	0.05384	0.05056	0.040275	0.05012	0.043667
"ENSG00000089335"	0.0251	0.01767	0.021435	0.021578	0.039179
"ENSG00000089351"	0.0839	0.06442	0.04223	0.03246	0.033476
"ENSG00000089356"	0.0821	0.05472	0.053995	0.049752	0.040944
"ENSG00000089486"	0.0446	0.0364	0.04314	0.054234	0.056509
"ENSG00000089505"	0.02846	0.03477	0.02796	0.043128	0.049091
"ENSG00000089558"	0.13488	0.12712	0.103265	0.09524	0.092121
"ENSG00000089597"	0.21818	0.19999	0.172655	0.123084	0.074389
"ENSG00000089639"	0.13566	0.07846	0.058945	0.04054	0.034964
"ENSG00000089685"	0.02208	0.03663	0.042375	0.056632	0.04259
"ENSG00000089692"	0.1197	0.09933	0.13465	0.138146	0.100183157894737
"ENSG00000089693"	0.12734	0.08382	0.128605	0.140364	0.0997042105263158
"ENSG00000089723"	0.0534	0.03603	0.03485	0.03528	0.034239
"ENSG00000089737"	0.05404	0.03548	0.025515	0.03432	0.033735
"ENSG00000089775"	0.08874	0.11517	0.09397	0.055326	0.065719
"ENSG00000089818"	0.0449	0.06293	0.05183	0.030994	0.024094
"ENSG00000089847"	0.06108	0.05067	0.037965	0.058182	0.050157
"ENSG00000089876"	0.02898	0.03247	0.024915	0.03766	0.037851
"ENSG00000089902"	0.0142	0.01334	0.026385	0.028978	0.030425
"ENSG00000089916"	0.05524	0.07075	0.06377	0.067554	0.060281
"ENSG00000090006"	0.1581	0.12168	0.108835	0.091138	0.061602
"ENSG00000090013"	0.05362	0.06752	0.089635	0.087122	0.063138
"ENSG00000090020"	0.06964	0.0588	0.04489	0.071462	0.118569
"ENSG00000090054"	0.01732	0.01971	0.022555	0.0268	0.027613
"ENSG00000090060"	0.07198	0.06879	0.051505	0.048848	0.040718
"ENSG00000090061"	0.05498	0.04214	0.040065	0.04998	0.050991
"ENSG00000090097"	0.16776	0.1055	0.082155	0.054814	0.076523
"ENSG00000090104"	0.02612	0.02051	0.019	0.024748	0.026521
"ENSG00000090238"	0.15572	0.11414	0.100265	0.096032	0.083014
"ENSG00000090263"	0.0331	0.02441	0.037165	0.034792	0.038997
"ENSG00000090266"	0.07046	0.05612	0.045605	0.03321	0.031686
"ENSG00000090273"	0.06228	0.07296	0.082495	0.0954	0.095204
"ENSG00000090316"	0.02838	0.03334	0.04057	0.0320269966254218	0.0418284806776072
"ENSG00000090339"	0.08582	0.0789	0.06828	0.06918	0.065648
"ENSG00000090372"	0.11262	0.07917	0.06669	0.057078	0.055409
"ENSG00000090376"	0.07536	0.04872	0.039355	0.05814	0.064389
"ENSG00000090382"	0.02408	0.02004	0.05846	0.057164	0.043063
"ENSG00000090402"	0.04512	0.04201	0.023095	0.026434	0.018825
"ENSG00000090432"	0.08304	0.07395	0.049995	0.052116	0.044203
"ENSG00000090447"	0.07448	0.04953	0.07335	0.058004	0.04658
"ENSG00000090470"	0.05942	0.0768	0.07697	0.060646	0.065265
"ENSG00000090487"	0.0393	0.04009	0.036555	0.054476	0.067422
"ENSG00000090512"	0.02006	0.02286	0.038065	0.037374	0.036891
"ENSG00000090520"	0.05426	0.0591	0.041625	0.03878	0.043383
"ENSG00000090530"	0.0294	0.03011	0.04391	0.04333	0.039954
"ENSG00000090534"	0.22306	0.1743	0.14505	0.1228	0.094906
"ENSG00000090539"	0.15312	0.15071	0.13784	0.123958	0.094933
"ENSG00000090554"	0.10174	0.10211	0.077535	0.08076	0.08801
"ENSG00000090565"	0.0147	0.02354	0.04902	0.072188	0.0568601098812213
"ENSG00000090581"	0.09418	0.06715	0.05298	0.049542	0.045696
"ENSG00000090612"	0.02738	0.0301	0.0228470106286495	NA	NA
"ENSG00000090615"	0.06024	0.04883	0.03966	0.043092	NA
"ENSG00000090621"	0.0947	0.06027	0.074285	0.095824	0.090621
"ENSG00000090659"	0.01024	0.0106	0.01921	0.072722	0.0514031578947368
"ENSG00000090661"	0.0142	0.01191	0.0216	0.039212	0.0501621052631579
"ENSG00000090674"	0.11922	0.08731	0.091385	0.0547044444444444	0.0514915789473684
"ENSG00000090686"	0.0538	0.0446	0.051765	0.072896	0.057813
"ENSG00000090857"	0.0644	0.05304	0.04628	0.05458	0.062418
"ENSG00000090861"	0.08178	0.07731	0.06438	0.057106	0.055752
"ENSG00000090863"	0.02	0.03338	0.04165	0.037352	0.048275
"ENSG00000090905"	0.10278	0.11559	0.06562	0.064076	0.043739
"ENSG00000090920"	0.09202	0.08491	0.07843	0.039582	0.047508
"ENSG00000090924"	0.13706	0.14717	0.11986	0.064024	0.048586
"ENSG00000090932"	0.06474	0.07214	0.067555	0.056998	0.051195
"ENSG00000090971"	0.10502	0.08426	0.070225	0.079586	0.052652
"ENSG00000090975"	0.03254	0.02968	0.06021	0.056142	0.048825
"ENSG00000090989"	0.10704	0.06781	0.05172	0.037162	0.038627
"ENSG00000091009"	0.10732	0.08659	0.08144	0.080812	0.068373
"ENSG00000091010"	0.09914	0.09006	0.081875	0.077114	0.071129
"ENSG00000091039"	0.02466	0.02601	0.034435	0.029694	0.037053
"ENSG00000091073"	0.04956	0.03495	0.039515	0.043592	0.047679
"ENSG00000091106"	0.05136	0.04716	0.04308	0.04954	0.043084
"ENSG00000091127"	0.044	0.03253	0.03603	0.04483	0.05081
"ENSG00000091128"	0.04758	0.04558	0.05635	0.057598	0.055873
"ENSG00000091129"	0.08934	0.05874	0.05482	0.054326	0.052198
"ENSG00000091136"	0.07796	0.09105	0.059485	0.057844	0.056971
"ENSG00000091137"	0.06152	0.04639	0.06382	0.05415	0.051763
"ENSG00000091138"	0.09178	0.07365	0.05154	0.054678	0.050849
"ENSG00000091140"	0.07678	0.05952	0.05362	0.058208	0.056258
"ENSG00000091157"	0.06818	0.06599	0.069185	0.061404	0.060649
"ENSG00000091164"	0.05814	0.04421	0.049015	0.068008	0.068833
"ENSG00000091181"	0.01984	0.03935	0.04628	0.039552	0.032568
"ENSG00000091262"	0.0439	0.0423	0.046125	0.046034	0.040902
"ENSG00000091317"	0.01572	0.02648	0.022695	0.021498	0.026553
"ENSG00000091409"	0.08614	0.07641	0.063655	0.04529	0.068192
"ENSG00000091428"	0.06418	0.08338	0.085545	0.066114	0.062238
"ENSG00000091436"	0.05302	0.07076	0.06978	0.075008	0.070836
"ENSG00000091483"	0.0384	0.03193	0.02686	0.025048	0.021457
"ENSG00000091490"	0.0659	0.07615	0.065395	0.041182	0.038873
"ENSG00000091513"	0.03078	0.02364	0.028295	0.036052	0.0317
"ENSG00000091527"	0.061	0.05058	0.042515	0.035998	0.03116
"ENSG00000091536"	0.14752	0.1124	0.089945	0.07527	0.067878
"ENSG00000091542"	0.07576	0.11047	0.111825	0.076624	0.070827
"ENSG00000091583"	0.02394	0.01712	0.02304	0.02585	0.030635
"ENSG00000091592"	0.0064	0.0151	0.030735	0.039568	0.036562
"ENSG00000091622"	0.02752	0.04997	0.044955	0.039904	0.034298
"ENSG00000091640"	0.2557	0.17424	0.138725	0.095746	0.077529
"ENSG00000091651"	0.06286	0.05534	0.0454	0.031458	0.0278259031573548
"ENSG00000091656"	0.20914	0.22075	0.292435	0.17042	0.116966
"ENSG00000091664"	0.10356	0.06043	0.043125	0.032402	0.030675
"ENSG00000091704"	0.10228	0.09464	0.08425	0.0736775	0.0531622222222222
"ENSG00000091732"	0.03566	0.03774	0.0568	0.054142	0.059636768165419
"ENSG00000091831"	0.03558	0.02891	0.03561	0.036834	0.042203
"ENSG00000091844"	0.0121	0.02018	0.04478	0.025648	0.020306
"ENSG00000091879"	0.03446	0.04084	0.030465	0.019348	0.014827
"ENSG00000091947"	0.09336	0.0644	0.080515	0.0945	0.092874
"ENSG00000091972"	0.02224	0.01605	0.0131	0.018974	0.033549
"ENSG00000091986"	0.09464	0.06439	0.05521	0.030454	0.027627
"ENSG00000092009"	0.01036	0.0073	0.04456	0.061482	0.083746
"ENSG00000092010"	0.21092	0.17991	0.18601	0.125416	0.076658
"ENSG00000092020"	0.0734	0.04418	0.04699	0.044176	0.057936
"ENSG00000092036"	0.11718	0.14834	0.13316	0.119082	0.114559
"ENSG00000092051"	0.20376	0.17379	0.13189	0.103744	0.090918
"ENSG00000092054"	0.20302	0.16118	0.15893	0.126278	0.105176
"ENSG00000092067"	0.14744	0.13643	0.131445	0.13395	0.121669
"ENSG00000092068"	0.0742	0.07758	0.10971	0.135756	0.121929
"ENSG00000092094"	0.13758	0.08179	0.076665	0.050952	0.035021
"ENSG00000092096"	0.1395	0.18708	0.170595	0.139344	0.112514
"ENSG00000092098"	0.18668	0.18692	0.18635	0.126806	0.076202
"ENSG00000092108"	0.04166	0.03951	0.04301	0.057406	0.075574
"ENSG00000092140"	0.04534	0.04255	0.053705	0.064818	0.070677
"ENSG00000092148"	0.1048	0.09129	0.06952	0.058222	0.04947
"ENSG00000092199"	0.04168	0.04339	0.04631	0.098156	0.068531
"ENSG00000092200"	0.05384	0.06966	0.090585	0.105486	0.068614
"ENSG00000092201"	0.14566	0.14434	0.104895	0.08629	0.068994
"ENSG00000092203"	0.11236	0.12935	0.12949	0.08545	0.069762
"ENSG00000092208"	0.03284	0.04289	0.05787	0.046234	0.043439
"ENSG00000092295"	0.15926	0.1365	0.146835	0.135326	0.077159
"ENSG00000092330"	0.13244	0.12857	0.164565	0.136344	0.077063
"ENSG00000092345"	0.01568	0.03697	0.025335	0.030502	0.032514
"ENSG00000092421"	0.11314	0.10605	0.10396	0.063152	0.046149
"ENSG00000092439"	0.06978	0.06369	0.04973	0.042336	0.044007
"ENSG00000092445"	0.11492	0.09951	0.10291	0.08538	0.070325
"ENSG00000092470"	0.06832	0.09616	0.09853	0.10706	0.100632
"ENSG00000092529"	0.05938	0.06936	0.071695	0.062938	0.058179
"ENSG00000092531"	0.0505	0.05234	0.069435	0.069658	0.056254
"ENSG00000092607"	0.1133	0.10202	0.087875	0.057652	0.046657
"ENSG00000092621"	0.0137	0.02051	0.03607	0.031494	0.0442108202707115
"ENSG00000092758"	0.06282	0.0528	0.04303	0.0330155555555556	0.0309111111111111
"ENSG00000092820"	0.03174	0.03213	0.021825	0.019378	0.022221
"ENSG00000092841"	0.19992	0.19192	0.199355	0.154936	0.133524
"ENSG00000092847"	0.18454	0.14219	0.100585	0.091308	0.093877
"ENSG00000092850"	0.1368	0.11403	0.111355	0.097204	0.082445
"ENSG00000092853"	0.1234	0.08341	0.071125	0.096958	0.088139
"ENSG00000092871"	0.0673	0.08932	0.08614	0.060304	0.049946
"ENSG00000092929"	0.1526	0.10994	0.11319	0.09659	0.082363
"ENSG00000092931"	0.07876	0.06606	0.03838	0.03534	0.037286
"ENSG00000092964"	0.05532	0.04123	0.04309	0.041236	0.032657
"ENSG00000092969"	0.05242	0.08764	0.07341	0.064802	0.05776
"ENSG00000092978"	0.05394	0.05812	0.064745	0.057944	0.061326
"ENSG00000093000"	0.04076	0.03172	0.018505	0.026386	0.023553
"ENSG00000093009"	0.06238	0.04634	0.037115	0.033784	0.044884
"ENSG00000093010"	0.05208	0.04711	0.044365	0.068294	0.051207
"ENSG00000093072"	0.0163	0.0098	0.02921	0.023212	0.021339
"ENSG00000093134"	0.03018	0.03675	0.03368	0.053382	0.052035
"ENSG00000093144"	0.01474	0.04174	0.02446	0.051618	0.046226
"ENSG00000093167"	0.0519	0.04532	0.041775	0.047072	0.040053
"ENSG00000093183"	0.03704	0.05876	0.07515	0.050996	0.039694
"ENSG00000093217"	0.02628	0.01642	0.028135	0.05042	0.050745
"ENSG00000094661"	0.04626	0.05003	0.059055	0.054934	0.05122
"ENSG00000094755"	0.03434	0.04604	0.046545	0.043304	0.050969
"ENSG00000094796"	0.0849	0.08791	0.07616	0.060208	0.0634
"ENSG00000094804"	0.2128	0.17487	0.12408	0.139734	0.103986
"ENSG00000094880"	0.12182	0.13716	0.100035	0.096842	0.088635
"ENSG00000094914"	0.18088	0.13879	0.15532	0.14105	0.117107
"ENSG00000094916"	0.15738	0.15633	0.1315	0.163104	0.13872
"ENSG00000094963"	0.02886	0.02362	0.02705	0.020088	0.032353
"ENSG00000094975"	0.06482	0.06218	0.041945	0.045684	0.039048
"ENSG00000095002"	0.0467	0.0464	0.04803	0.03258	0.044676
"ENSG00000095015"	0.04484	0.08597	0.084785	0.058676	0.050848
"ENSG00000095059"	0.13696	0.11144	0.09257	0.072622	0.070242
"ENSG00000095066"	0.08132	0.11608	0.11704	0.107942	0.079284
"ENSG00000095110"	0.01582	0.02725	0.02563	0.034036	0.063073
"ENSG00000095139"	0.095	0.12739	0.14732	0.112658	0.094675
"ENSG00000095203"	0.07412	0.05543	0.058975	0.050486	0.044896
"ENSG00000095209"	0.02076	0.0322	0.030075	0.0537	0.060176
"ENSG00000095261"	0.04568	0.07774	0.06197	0.059956	0.062701
"ENSG00000095303"	0.05124	0.04296	0.04815	0.057538	0.055258
"ENSG00000095319"	0.09362	0.10431	0.08307	0.07219	0.066277
"ENSG00000095321"	0.09282	0.07517	0.079625	0.061268	0.059377
"ENSG00000095370"	0.1017	0.11235	0.092645	0.068292	0.06453
"ENSG00000095380"	0.0371	0.02398	0.04421	0.04348	0.044398
"ENSG00000095383"	0.04742	0.03782	0.044105	0.043552	0.045751
"ENSG00000095397"	0.01738	0.03938	0.046815	0.04245	0.048537
"ENSG00000095464"	0.04854	0.05162	0.04569	0.044538	0.054858
"ENSG00000095485"	0.05316	0.07493	0.069775	0.049372	0.064289
"ENSG00000095539"	0.2191	0.17065	0.151005	0.136884	0.126162
"ENSG00000095564"	0.09436	0.07828	0.08625	0.066632	0.058565
"ENSG00000095574"	0.07	0.04694	0.04855	0.058966	0.057662
"ENSG00000095585"	0.01918	0.02684	0.047525	0.054418	0.048493
"ENSG00000095587"	0.06136	0.06222	0.064985	0.051738	0.046927
"ENSG00000095596"	0.14572	0.09496	0.08013	0.066594	0.060489
"ENSG00000095627"	0.0571	0.04436	0.05072	0.053022	0.046234
"ENSG00000095637"	0.0675	0.0731	0.07945	0.061372	0.04027
"ENSG00000095713"	0.08422	0.11552	0.108795	0.0788	0.074418
"ENSG00000095739"	0.07676	0.0554	0.056455	0.038128	0.031549
"ENSG00000095752"	0.101	0.07208	0.075275	0.07656	0.052963
"ENSG00000095777"	0.03192	0.02443	0.029815	0.029686	0.02427
"ENSG00000095787"	0.0205	0.05136	0.034815	0.03409	0.031353
"ENSG00000095794"	0.03726	0.04431	0.026915	0.019754	0.021848
"ENSG00000095906"	0.13044	0.08897	0.06076	0.060374	0.077551
"ENSG00000095917"	0.01342	0.03986	0.056505	0.046212	0.041558
"ENSG00000095932"	0.05996	0.04492	0.05029	0.044788	0.043586
"ENSG00000095951"	0.01108	0.04482	0.048615	0.037018	0.035207
"ENSG00000095970"	0.04682	0.05651	0.06014	0.042306	0.051617
"ENSG00000095981"	0.04476	0.03052	0.03208	0.041022	0.052081
"ENSG00000096006"	0.0066	0.00928	0.01094	0.016124	0.02378
"ENSG00000096060"	0.03668	0.05042	0.057075	0.055584	0.059822
"ENSG00000096063"	0.05192	0.05155	0.039685	0.044708	0.049843
"ENSG00000096070"	0.1643	0.08765	0.05933	0.043626	0.047064
"ENSG00000096080"	0.08016	0.07329	0.093895	0.097704	0.092612
"ENSG00000096088"	0.0484	0.08026	0.08309	0.083732	0.063981
"ENSG00000096092"	0.02692	0.02104	0.02374	0.02813	0.032827
"ENSG00000096093"	0.03678	0.04699	0.045585	0.038306	0.036294
"ENSG00000096264"	0.00646	0.01934	0.030695	0.059708	0.061112
"ENSG00000096384"	0.18572	0.1322	0.10153	0.078744	0.070598
"ENSG00000096395"	0.09672	0.06532	0.06197	0.0588	0.070553
"ENSG00000096401"	0.09646	0.06994	0.055705	0.073804	0.067818
"ENSG00000096433"	0.1018	0.11387	0.081895	0.085434	0.089677
"ENSG00000096654"	0.0475	0.03323	0.030035	0.0197	0.023768
"ENSG00000096696"	0.16632	0.10364	0.058735	0.04762	0.047034
"ENSG00000096717"	0.11816	0.07376	0.05774	0.049058	0.049732
"ENSG00000096746"	0.09462	0.08183	0.06633	0.058656	0.05867
"ENSG00000096872"	0.04466	0.03396	0.04728	0.046834	0.052261
"ENSG00000096968"	0.04918	0.04169	0.02912	0.018058	0.02446
"ENSG00000096996"	0.0235	0.04596	0.06239	0.052168	0.050268
"ENSG00000097007"	0.0271	0.02721	0.039085	0.0507	0.0573139013594058
"ENSG00000097021"	0.01862	0.01531	0.038895	0.065744	0.058045
"ENSG00000097033"	0.06886	0.04646	0.039755	0.032186	0.053366
