"gene_id"	"coding_density_50kb"	"coding_density_100kb"	"coding_density_200kb"	"coding_density_500kb"	"coding_density_1000kb"
"ENSG00000138675"	0.00696	0.00918	0.01334	0.00751	0.004873
"ENSG00000138678"	0.01292	0.01305	0.009045	0.01373	0.010056
"ENSG00000138684"	0.00978	0.00489	0.002445	0.010784	0.02436
"ENSG00000138685"	0.00208	0.0132	0.01766	0.01356	0.009315
"ENSG00000138686"	0.05088	0.0506	0.040425	0.018526	0.022843
"ENSG00000138688"	0.11496	0.08216	0.07502	0.03516	0.028502
"ENSG00000138696"	0	0	0.000365	0.005334	0.00665
"ENSG00000138698"	0.00498	0.00695	0.009985	0.00667	0.003848
"ENSG00000138709"	0.0113	0.01522	0.01487	0.01521	0.015962
"ENSG00000138722"	0.06236	0.03687	0.020175	0.008304	0.005755
"ENSG00000138735"	0.01602	0.01848	0.01333	0.00613	0.008416
"ENSG00000138738"	0.02286	0.01482	0.007935	0.007272	0.004961
"ENSG00000138741"	0.04664	0.02868	0.032165	0.018526	0.025911
"ENSG00000138744"	0.02602	0.04162	0.03128	0.026116	0.025477
"ENSG00000138750"	0.03744	0.04001	0.024305	0.02976	0.021828
"ENSG00000138755"	0.01938	0.02978	0.026245	0.027794	0.025185
"ENSG00000138756"	0.02662	0.01922	0.022715	0.009762	0.015898
"ENSG00000138757"	0.00354	0.01676	0.020565	0.022952	0.018965
"ENSG00000138758"	0.01634	0.01395	0.024915	0.016768	0.011969
"ENSG00000138759"	0.02466	0.02198	0.02054	0.024402	0.01451
"ENSG00000138760"	0.0264	0.02242	0.025155	0.028338	0.020379
"ENSG00000138764"	0	0	0	0.004738	0.008182
"ENSG00000138767"	0.01818	0.01706	0.009315	0.006388	0.003883
"ENSG00000138768"	0.02538	0.02933	0.01773	0.026478	0.020194
"ENSG00000138769"	0.03426	0.02967	0.024805	0.016708	0.015964
"ENSG00000138771"	0	0	0.000775	0.016406	0.020487
"ENSG00000138772"	0.01796	0.02087	0.022845	0.02251	0.017609
"ENSG00000138777"	0.01306	0.01018	0.006205	0.019116	0.013341
"ENSG00000138778"	0.1137	0.08109	0.046445	0.023842	0.015421
"ENSG00000138780"	0.00088	0.00428	0.01687	0.015846	0.01158
"ENSG00000138785"	0	0.00499	0.01321	0.015846	0.01158
"ENSG00000138792"	0.01572	0.01509	0.01437	0.008834	0.007264
"ENSG00000138794"	0.0368	0.02759	0.020795	0.02554	0.016663
"ENSG00000138795"	0.00456	0.00792	0.010795	0.01069	0.00722
"ENSG00000138796"	0.02634	0.01397	0.01912	0.01069	0.00722
"ENSG00000138798"	0.04728	0.03624	0.02846	0.02104	0.016159
"ENSG00000138801"	0.02134	0.01815	0.009375	0.005204	0.006813
"ENSG00000138802"	0.0354	0.03548	0.019995	0.013604	0.014892
"ENSG00000138813"	0.0292	0.02399	0.02882	0.027876	0.021264
"ENSG00000138814"	0.00402	0.00201	0.00362	0.003918	0.001959
"ENSG00000138821"	0.00438	0.0084	0.00726	0.00514	0.009442
"ENSG00000138823"	0.0456	0.04001	0.05234	0.02413	0.019076
"ENSG00000142731"	0.05826	0.03917	0.035805	0.027866	0.016197
"ENSG00000145147"	0	0.00216	0.007245	0.009692	0.006619
"ENSG00000145214"	0.13904	0.0947	0.062795	0.038786	0.0361789416896331
"ENSG00000145216"	0	0	0	0.001326	0.010067
"ENSG00000145217"	0.14404	0.10488	0.06142	0.038424	0.0366341979883536
"ENSG00000145220"	0.0479	0.03962	0.029005	0.014434	0.007385
"ENSG00000145241"	0.04878	0.02832	0.0186	0.015888	0.010467
"ENSG00000145242"	0.00984	0.00492	0.004415	0.006242	0.003121
"ENSG00000145244"	0.00228	0.00948	0.013625	0.02522	0.018936
"ENSG00000145246"	0.05162	0.03959	0.02891	0.017968	0.015799
"ENSG00000145247"	0.0093	0.01027	0.009665	0.007032	0.0166885063664585
"ENSG00000145248"	0.07008	0.05256	0.052185	0.027642	0.019784
"ENSG00000145283"	0.0246	0.02247	0.033285	0.020662	0.01565
"ENSG00000145284"	0.00334	0.00373	0.006155	0.019946	0.015886
"ENSG00000145287"	0.00696	0.00927	0.009065	0.022642	0.021413
"ENSG00000145293"	0.04098	0.02436	0.019495	0.009462	0.012905
"ENSG00000145309"	0.02376	0.01647	0.015645	0.013302	0.019343
"ENSG00000145321"	0.02862	0.01518	0.00759	0.005468	0.006509
"ENSG00000145331"	0.03706	0.03745	0.05234	0.02567	0.020431
"ENSG00000145332"	0.02416	0.01863	0.021185	0.016116	0.024277
"ENSG00000145335"	0	0.00227	0.002325	0.008304	0.004152
"ENSG00000145337"	0.02384	0.02338	0.02609	0.025356	0.019081
"ENSG00000145348"	0.0075	0.00545	0.011525	0.011176	0.009278
"ENSG00000145349"	0.0011	0.00055	0.00465	0.012532	0.016217
"ENSG00000145354"	0.01574	0.01308	0.012125	0.01784	0.018809
"ENSG00000145358"	0.01164	0.00582	0.00291	0.002946	0.004131
"ENSG00000145362"	0.00258	0.00264	0.003465	0.00959	0.019189
"ENSG00000145365"	0.02632	0.01475	0.00921	0.012856	0.014797
"ENSG00000145375"	0	0.00127	0.002355	0.007846	0.007593
"ENSG00000145384"	0.01998	0.02804	0.021105	0.014564	0.012281
"ENSG00000145386"	0.07222	0.04805	0.03562	0.018526	0.021588
"ENSG00000145388"	0.03346	0.02942	0.01868	0.009514	0.013338
"ENSG00000145390"	0.04502	0.03792	0.026135	0.019142	0.013457
"ENSG00000145391"	0.01196	0.01137	0.010685	0.013634	0.011408
"ENSG00000145414"	0.02164	0.01637	0.008185	0.00826	0.008399
"ENSG00000145416"	0	0	0	0.000222	0.004431
"ENSG00000145423"	0.0179	0.01134	0.02198	0.01798	0.015396
"ENSG00000145425"	0.01836	0.02259	0.01695	0.015516	0.011165
"ENSG00000145428"	0.02306	0.03813	0.02406	0.01798	0.01281
"ENSG00000145431"	0.00392	0.00196	0.004165	0.002872	0.005575
"ENSG00000145439"	0.01846	0.01581	0.01501	0.012012	0.010125
"ENSG00000145451"	0.00614	0.00375	0.006975	0.009538	0.007016
"ENSG00000145476"	0.04584	0.05062	0.042805	0.02285	0.023076
"ENSG00000150471"	0	0.0011	0.0057	0.00296	0.004795
"ENSG00000150625"	0.00074	0.00053	0.000265	0.001754	0.006791
"ENSG00000150627"	0.03806	0.03464	0.028005	0.012948	0.007334
"ENSG00000150628"	0.0365	0.04167	0.02957	0.012948	0.007279
"ENSG00000150630"	0.0081	0.00557	0.006315	0.002526	0.002039
"ENSG00000150961"	0.01016	0.02771	0.02326	0.013258	0.014677
"ENSG00000151005"	0.04004	0.02682	0.015645	0.013626	0.008561
"ENSG00000151012"	0.01848	0.01506	0.00753	0.003012	0.001506
"ENSG00000151014"	0.02592	0.0284	0.01532	0.007718	0.008576
"ENSG00000151247"	0.01662	0.00927	0.005205	0.009056	0.009829
"ENSG00000151458"	0.0858	0.0429	0.02145	0.00858	0.00429
"ENSG00000151466"	0.01712	0.01539	0.010385	0.01068	0.00534
"ENSG00000151470"	0.01412	0.00706	0.00503	0.009286	0.00534
"ENSG00000151475"	0.01896	0.03059	0.028915	0.022668	0.015431
"ENSG00000151552"	0.0126	0.01434	0.01069	0.013146	0.012255
"ENSG00000151611"	0.02514	0.0149	0.01432	0.011436	0.009112
"ENSG00000151612"	0.01272	0.0129	0.0186	0.011172	0.008293
"ENSG00000151615"	0.0246	0.0123	0.00664	0.005128	0.004537
"ENSG00000151617"	0.0096	0.01284	0.00642	0.0106	0.006862
"ENSG00000151623"	0.00304	0.00152	0.001345	0.007224	0.005174
"ENSG00000151718"	0.00782	0.01155	0.017355	0.013742	0.018164
"ENSG00000151725"	0.03346	0.03225	0.030645	0.01253	0.011183
"ENSG00000151726"	0.03148	0.02463	0.02068	0.014498	0.011612
"ENSG00000151729"	0.02436	0.02538	0.01269	0.014234	0.022717
"ENSG00000151790"	0.02146	0.02701	0.026985	0.015708	0.007854
"ENSG00000151806"	0.05016	0.03106	0.018805	0.009444	0.004839
"ENSG00000151834"	0.00302	0.00511	0.005695	0.00344	0.00326
"ENSG00000151962"	0.03338	0.01669	0.01181	0.015768	0.01688
"ENSG00000152208"	0	0.00285	0.002455	0.002002	0.002105
"ENSG00000152583"	0.03932	0.02259	0.01524	0.020604	0.01961
"ENSG00000152591"	0.07812	0.04847	0.02724	0.023612	0.021668
"ENSG00000152592"	0.03084	0.05448	0.02724	0.022498	0.020757
"ENSG00000152595"	0.05014	0.02753	0.013765	0.024106	0.019409
"ENSG00000152784"	0.0414	0.0207	0.014385	0.009384	0.004873
"ENSG00000152785"	0.02838	0.01582	0.013485	0.008154	0.005836
"ENSG00000152795"	0.03304	0.02049	0.019495	0.00905	0.011823
"ENSG00000152953"	0	0	0.00087	0.002872	0.008488
"ENSG00000152969"	0.01248	0.01431	0.012855	0.017588	0.019564
"ENSG00000152990"	0.03832	0.03794	0.020255	0.008102	0.004112
"ENSG00000153012"	0.03556	0.01778	0.00889	0.014002	0.013729
"ENSG00000153064"	5e-04	0.00095	0.00247	0.002462	0.002834
"ENSG00000153130"	0.0014	7e-04	0.011915	0.011606	0.011401
"ENSG00000153132"	0.03666	0.02573	0.0176	0.01443	0.009723
"ENSG00000153147"	0.06318	0.03401	0.029545	0.023734	0.015557
"ENSG00000153802"	0.01502	0.01257	0.01517	0.01623	0.015612
"ENSG00000154274"	0	0	0.02992	0.01415	0.011137
"ENSG00000154277"	0.01452	0.00726	0.00411	0.003456	0.010724
"ENSG00000154447"	0	0.00675	0.013335	0.008784	0.010935
"ENSG00000154553"	0.02566	0.0173	0.03034	0.029736	0.018989
"ENSG00000154556"	0	0	0.004485	0.010138	0.024263
"ENSG00000155011"	0	0.00068	0.00153	0.001728	0.000864
"ENSG00000155016"	0.0327	0.03042	0.02025	0.011512	0.00722
"ENSG00000155269"	0.05012	0.03102	0.01551	0.0156153846153846	0.0149745158002039
"ENSG00000155275"	0.04612	0.02759	0.022045	0.02495	0.0166697247706422
"ENSG00000156096"	0.0326	0.0163	0.012495	0.010894	0.011217
"ENSG00000156136"	0.01908	0.01424	0.0081	0.010772	0.015578
"ENSG00000156140"	0.00314	0.00157	0.001785	0.007236	0.005189
"ENSG00000156194"	0.04524	0.02903	0.037615	0.025376	0.024563
"ENSG00000156219"	0.01562	0.01651	0.02544	0.02779	0.023961
"ENSG00000156234"	0	0.0033	0.00165	0.004072	0.004619
"ENSG00000156269"	0	0.00684	0.00345	0.004704	0.006895
"ENSG00000157404"	0.02558	0.02931	0.014655	0.005862	0.010376
"ENSG00000157426"	0.0667	0.08559	0.05181	0.028402	0.020916
"ENSG00000157765"	0.04146	0.02073	0.0134	0.012298	0.01131
"ENSG00000157796"	0.04586	0.04028	0.03581	0.031242	0.026465
"ENSG00000157869"	0	0.00332	0.00409	0.022234	0.011117
"ENSG00000159674"	0.02434	0.02367	0.01853	0.0424552106989654	0.0296559025939651
"ENSG00000159692"	0.03662	0.01831	0.018315	0.0365958034850599	0.0317310746426681
"ENSG00000159733"	0.01952	0.02224	0.01753	0.0189	0.025196
"ENSG00000159788"	0.00584	0.0228	0.033015	0.038948	0.030773
"ENSG00000163069"	0.0308	0.04779	0.026085	0.012875739742444	0.00850005845234503
"ENSG00000163071"	0.03234	0.0237	0.026085	0.012506	0.00801296837357117
"ENSG00000163104"	0.02964	0.03087	0.018435	0.008334	0.008201
"ENSG00000163106"	0.012	0.02206	0.017485	0.008638	0.007537
"ENSG00000163110"	0.0116	0.01156	0.010485	0.006022	0.006545
"ENSG00000163114"	0.02334	0.01167	0.005835	0.002334	0.001291
"ENSG00000163116"	0	0.00116	0.00058	0.000672	0.001479
"ENSG00000163132"	0.01824	0.00912	0.00456	0.00275	0.003341
"ENSG00000163138"	0.0281	0.01546	0.00773	0.01218	0.006619
"ENSG00000163145"	0	0.00878	0.006665	0.01545	0.015159
"ENSG00000163257"	0.05124	0.04027	0.030915	0.02195	0.012409
"ENSG00000163281"	0.05504	0.02917	0.018805	0.007522	0.004839
"ENSG00000163285"	0.01624	0.01398	0.00699	0.005448	0.003014
"ENSG00000163288"	0	0.00221	0.001105	0.005778	0.010765
"ENSG00000163291"	0.04516	0.03476	0.021825	0.009086	0.015557
"ENSG00000163293"	0.00652	0.02593	0.03026	0.021086	0.019386
"ENSG00000163297"	0.01016	0.01277	0.007865	0.007364	0.004731
"ENSG00000163312"	0.06812	0.05009	0.02707	0.018852	0.013084
"ENSG00000163319"	0.07378	0.05079	0.026975	0.018852	0.01219
"ENSG00000163322"	0.01806	0.03585	0.029625	0.018852	0.011239
"ENSG00000163394"	0.02574	0.01287	0.014345	0.00825	0.005247
"ENSG00000163440"	0.01524	0.0108	0.007995	0.01162	0.01604
"ENSG00000163453"	0	0.02062	0.02954	0.01998	0.011271
"ENSG00000163623"	0.02208	0.01104	0.006105	0.014196	0.013125
"ENSG00000163624"	0.0183	0.01386	0.021065	0.02625	0.013125
"ENSG00000163625"	0.06366	0.04903	0.03904	0.024042	0.013125
"ENSG00000163626"	0.03712	0.04416	0.04135	0.017742	0.014604
"ENSG00000163629"	0.02904	0.03246	0.034035	0.018274	0.014747
"ENSG00000163631"	0.03844	0.03836	0.02818	0.0151	0.016967
"ENSG00000163633"	0.00708	0.00392	0.011195	0.025538	0.016553
"ENSG00000163644"	0.02576	0.01288	0.00644	0.023634	0.022139
"ENSG00000163682"	0.08088	0.05448	0.03273	0.026726	0.022034
"ENSG00000163683"	0.00248	0.00309	0.009165	0.015958	0.020027
"ENSG00000163694"	0	0	0.00771	0.00852793911476066	0.0135444811367958
"ENSG00000163697"	0.0167	0.00835	0.00627	0.008962	0.005336
"ENSG00000163734"	0.00648	0.00817	0.00843	0.008548	0.007763
"ENSG00000163735"	0.02076	0.01362	0.00681	0.008296	0.008372
"ENSG00000163736"	0.02076	0.01054	0.00681	0.008822	0.008948
"ENSG00000163737"	0.02076	0.01038	0.00681	0.008822	0.009563
"ENSG00000163738"	0.00708	0.00703	0.00872	0.010606	0.0075540970156907
"ENSG00000163739"	0.01278	0.01	0.005	0.006104	0.012037
"ENSG00000163743"	0.02478	0.01674	0.01325	0.011296	0.014825
"ENSG00000163749"	0.05136	0.03457	0.02807	0.019146	0.022501
"ENSG00000163945"	0.0426	0.05556	0.0375878937050482	0.0200337457817773	0.0360836421386977
"ENSG00000163950"	0.048	0.05494	0.03466	0.0275223958399018	0.0301524616199047
"ENSG00000163956"	0.0312	0.02975	0.036245	0.023334	0.023042
"ENSG00000163982"	0.03678	0.02363	0.024025	0.014066	0.008889
"ENSG00000163993"	0.03468	0.01734	0.02071	0.020456	0.019868
"ENSG00000163995"	0.00892	0.01446	0.010005	0.018672	0.018163
"ENSG00000164022"	0.02408	0.01277	0.01325	0.007164	0.006306
"ENSG00000164023"	0	0.01098	0.013665	0.013316	0.00722
"ENSG00000164024"	0.01666	0.01958	0.01301	0.011208	0.009557
"ENSG00000164031"	0.0211	0.01902	0.01331	0.005526	0.014709
"ENSG00000164032"	0.01384	0.01527	0.012025	0.00669	0.014223
"ENSG00000164035"	0	0	0	0.001572	0.002675
"ENSG00000164037"	0.01236	0.0135	0.017095	0.02776	0.018809
"ENSG00000164038"	0.02784	0.02462	0.037725	0.025668	0.018527
"ENSG00000164039"	0.03346	0.03789	0.050445	0.025416	0.017691
"ENSG00000164040"	0.01532	0.00766	0.008285	0.007918	0.012285
"ENSG00000164056"	0.0192	0.0096	0.005685	0.002604	0.00414
"ENSG00000164066"	0.01626	0.02875	0.01956	0.020052	0.014292
"ENSG00000164070"	0.04826	0.0323	0.033865	0.024914	0.016197
"ENSG00000164073"	0.03114	0.0271	0.029515	0.026126	0.016197
"ENSG00000164074"	0.0167	0.01587	0.019015	0.024214	0.016197
"ENSG00000164089"	0.03004	0.01502	0.013545	0.008336	0.004239
"ENSG00000164093"	0.03086	0.01543	0.01345	0.008834	0.004506
"ENSG00000164096"	0.0394	0.03849	0.02196	0.014502	0.012949
"ENSG00000164099"	0.03074	0.02628	0.018555	0.008538	0.009505
"ENSG00000164100"	0.0063	0.00558	0.011995	0.0105	0.00525
"ENSG00000164104"	0.02532	0.02918	0.01838	0.008912	0.005339
"ENSG00000164105"	0.0192	0.0159	0.016075	0.008912	0.005339
"ENSG00000164106"	0.0192	0.0096	0.014585	0.008912	0.005221
"ENSG00000164107"	0.01308	0.00654	0.00327	0.007738	0.004624
"ENSG00000164109"	0.01236	0.00618	0.00309	0.001236	0.001775
"ENSG00000164111"	0.01926	0.00963	0.00828	0.017078	0.011127
"ENSG00000164112"	0.01386	0.01538	0.03166	0.018526	0.017321
"ENSG00000164113"	0.03234	0.02699	0.0403	0.036138	0.023713
"ENSG00000164114"	0.04074	0.02037	0.010185	0.006366	0.008503
"ENSG00000164116"	0.0375	0.02077	0.015685	0.015438	0.011037
"ENSG00000164117"	0.0192	0.01845	0.011235	0.005668	0.004286
"ENSG00000164118"	0.02574	0.01743	0.011235	0.006316	0.004482
"ENSG00000164120"	0.01822	0.00911	0.004555	0.007564	0.007016
"ENSG00000164122"	0.01414	0.01027	0.02428	0.012922	0.007643
"ENSG00000164123"	0.00584	0.00292	0.012205	0.00992	0.015049
"ENSG00000164124"	0.02292	0.01166	0.01382	0.005944	0.008633
"ENSG00000164125"	0.03612	0.01806	0.01444	0.005944	0.004981
"ENSG00000164128"	0.04986	0.02493	0.012465	0.014518	0.00845
"ENSG00000164129"	0.04986	0.02493	0.012465	0.01488	0.00845
"ENSG00000164134"	0.04326	0.0276	0.020505	0.012454	0.010907
"ENSG00000164136"	0	0.00518	0.00259	0.001036	0.003251
"ENSG00000164142"	0	0.00732	0.00573	0.010442	0.009046
"ENSG00000164144"	0.00822	0.00966	0.015795	0.013318	0.01
"ENSG00000164161"	0.01858	0.02235	0.011175	0.00447	0.007996
"ENSG00000164162"	0.00108	0.00497	0.01206	0.011522	0.008396
"ENSG00000164163"	0.06082	0.05062	0.02765	0.011522	0.009394
"ENSG00000164164"	0.07422	0.05264	0.02765	0.011522	0.009956
"ENSG00000164167"	0.00486	0.00637	0.004855	0.002704	0.007127
"ENSG00000164168"	0.05772	0.03862	0.02008	0.01236	0.007952
"ENSG00000164169"	0.0509	0.03862	0.02008	0.012616	0.008448
"ENSG00000164303"	0.0036	0.00752	0.006615	0.009264	0.009632
"ENSG00000164305"	0.02484	0.02129	0.01901	0.01484	0.008825
"ENSG00000164306"	0.03594	0.03482	0.025505	0.012704	0.009863
"ENSG00000164323"	0.03282	0.02538	0.015685	0.018826	0.023221
"ENSG00000164342"	0.0543	0.03281	0.025655	0.022552	0.017217
"ENSG00000164344"	0.0481	0.05402	0.039975	0.02285	0.026341
"ENSG00000168152"	0.06362	0.05815	0.044715	0.023126	0.017828
"ENSG00000168214"	0.00186	0.00221	0.001385	0.005938	0.006806
"ENSG00000168228"	0.02154	0.02247	0.02575	0.014374	0.014298
"ENSG00000168310"	0.01268	0.01155	0.005775	0.006474	0.011365
"ENSG00000168412"	0.02106	0.01778	0.05668	0.03013	0.026341
"ENSG00000168421"	0.01152	0.00576	0.0204164576016056	0.0185239335069097	0.0137075953167217
"ENSG00000168491"	0.07108	0.05316	0.042845	0.030934	0.018989
"ENSG00000168538"	0.06764	0.03994	0.01997	0.013606	0.015499
"ENSG00000168556"	0.0179	0.00895	0.013215	0.021128	0.012079
"ENSG00000168564"	0.03496	0.01748	0.013215	0.02149	0.011926
"ENSG00000168594"	0	0	0.01267	0.007158	0.004769
"ENSG00000168743"	0.03894	0.01998	0.01161	0.010348	0.011931
"ENSG00000168769"	0.07122	0.042	0.030825	0.014498	0.011142
"ENSG00000168772"	0.02208	0.01104	0.00552	0.002208	0.001104
"ENSG00000168785"	0	0	0.004035	0.005378	0.00552
"ENSG00000168818"	0.00658	0.00534	0.00792	0.011092	0.008297
"ENSG00000168824"	0.00492	0.00882	0.01918	0.01477	0.008297
"ENSG00000168826"	0.0507	0.03438	0.024035	0.01477	0.007385
"ENSG00000168843"	0.00636	0.00318	0.00159	0.002304	0.002544
"ENSG00000168884"	0.02768	0.02509	0.033845	0.030102	0.030908
"ENSG00000168924"	0.0444	0.04821	0.03682	0.038174	0.0324573848597141
"ENSG00000168936"	0.0852	0.04687	0.045205	0.0295077633278087	0.0295849655902594
"ENSG00000168993"	0.0081	0.01325	0.0262	0.042356	0.03318
"ENSG00000169019"	0.01104	0.00897	0.016375	0.016786	0.015721
"ENSG00000169020"	0.08714	0.05068	0.031085	0.03328	0.033038
"ENSG00000169026"	0.06908	0.05073	0.031085	0.03357	0.033038
"ENSG00000169116"	0.01452	0.00805	0.004665	0.00294	0.00254230335350221
"ENSG00000169245"	0.0192	0.01671	0.026415	0.028796	0.024571
"ENSG00000169248"	0.01164	0.01831	0.029255	0.028538	0.024145
"ENSG00000169288"	0.01376	0.01032	0.00579	0.005944	0.00741
"ENSG00000169299"	0.03748	0.01874	0.011455	0.012214	0.013312
"ENSG00000169429"	0.00608	0.00304	0.003325	0.00779	0.011637
"ENSG00000169435"	0.02312	0.01156	0.008825	0.014914	0.014689
"ENSG00000169676"	0.02868	0.01638	0.00883	0.00624	0.0194383841667344
"ENSG00000169744"	0	0	0.000515	0.002556	0.001727
"ENSG00000169762"	0.02228	0.01704	0.00852	0.01001	0.008769
"ENSG00000169836"	0.0068	0.0034	0.00699	0.002796	0.004635
"ENSG00000169851"	0.00434	0.00217	0.001085	0.007608	0.003804
"ENSG00000169989"	0.03078	0.01539	0.01007	0.013318	0.009492
"ENSG00000170006"	0.01004	0.00566	0.00283	0.007204	0.009277
"ENSG00000170088"	0	0.00454	0.006865	0.012968	0.007608
"ENSG00000170153"	0.00122	0.00061	0.004755	0.004724	0.0077
"ENSG00000170180"	0.00906	0.00453	0.002265	0.001932	0.006388
"ENSG00000170185"	0.06354	0.03177	0.015885	0.009704	0.015044
"ENSG00000170365"	0.0155	0.01398	0.00699	0.008248	0.012514
"ENSG00000170390"	0	0.00351	0.012215	0.00781	0.006138
"ENSG00000170448"	0.04066	0.02922	0.02774	0.020832	0.019853
"ENSG00000170502"	0.02106	0.0181	0.018715	0.021036	0.018703
"ENSG00000170509"	0.01988	0.01249	0.00903	0.01863	0.018488
"ENSG00000170516"	0	0	0.00123	0.004302	0.002745
"ENSG00000170522"	0.00264	0.00132	0.00399	0.008844	0.016619
"ENSG00000170801"	0.0277	0.01692	0.030905	0.021848	0.017355
"ENSG00000170871"	0.00872	0.04188	0.02455	0.029612	0.016775
"ENSG00000170891"	0.00822	0.00463	0.002315	0.003166	0.002736
"ENSG00000170917"	0.03166	0.02955	0.018435	0.012582	0.009551
"ENSG00000171195"	0.02	0.0183	0.01578	0.024554	0.018745
"ENSG00000171199"	0.01974	0.01392	0.01857	0.022848	0.01928
"ENSG00000171201"	0.01392	0.0258	0.01317	0.016098	0.019266
"ENSG00000171209"	0.01614	0.01554	0.017475	0.01308	0.017027
"ENSG00000171234"	0.02004	0.0159	0.00795	0.012708	0.011164
"ENSG00000171476"	0.00812	0.00406	0.00541	0.01395	0.024796
"ENSG00000171497"	0.04654	0.03353	0.02615	0.019072	0.01092
"ENSG00000171503"	0.05662	0.04512	0.027905	0.018954	0.011124
"ENSG00000171509"	0	0.00049	0.000935	0.012408	0.012741
"ENSG00000171557"	0.08092	0.05522	0.0356	0.024612	0.020455
"ENSG00000171560"	0.1043	0.07019	0.04586	0.025182	0.020455
"ENSG00000171564"	0.0964	0.0712	0.04625	0.030184	0.020455
"ENSG00000171566"	0.04432	0.05719	0.04625	0.030266	0.020455
"ENSG00000172007"	0.0138	0.01124	0.015705	0.012866	0.012704
"ENSG00000172238"	0.0213	0.01065	0.008645	0.003792	0.006398
"ENSG00000172399"	0.01438	0.01081	0.01073	0.018524	0.016685
"ENSG00000172403"	0	0.00152	0.01947	0.01625	0.014019
"ENSG00000172493"	0.02264	0.01194	0.018925	0.016498	0.019601
"ENSG00000172955"	0.02264	0.01132	0.01821	0.016294	0.019542
"ENSG00000173011"	0.0782	0.04606	0.02544	0.020956	0.017411
"ENSG00000173013"	0.07696	0.04926	0.02544	0.020956	0.017411
"ENSG00000173040"	0.03368	0.02402	0.02223	0.019654	0.015486
"ENSG00000173083"	0.03264	0.02934	0.01521	0.018512	0.020182
"ENSG00000173085"	0.02924	0.02707	0.01467	0.019868	0.020414
"ENSG00000173320"	0	0.00166	0.01394	0.010758	0.011903
"ENSG00000173376"	0.03414	0.01707	0.011545	0.008026	0.006257
"ENSG00000173542"	0.01332	0.00873	0.00817	0.01073	0.015873
"ENSG00000173597"	0.01556	0.00891	0.007525	0.00972	0.010674
"ENSG00000174123"	0.09594	0.05329	0.04115	0.022542	0.017637
"ENSG00000174125"	0.04952	0.06596	0.041285	0.02376	0.020643
"ENSG00000174130"	0.04782	0.051	0.04362	0.02522	0.020954
"ENSG00000174137"	0.02702	0.01943	0.03001	0.0253700787401575	0.0301302276336686
"ENSG00000174145"	0.00412	0.00206	0.023515	0.012348	0.008257
"ENSG00000174227"	0.06096	0.03178	0.030475	0.031222	0.029447
"ENSG00000174343"	0.0288	0.0144	0.0161665830406422	0.0182475465651913	0.0154708295807065
"ENSG00000174473"	0	0	0.000835	0.00083	0.00099
"ENSG00000174599"	0.0222	0.0111	0.00555	0.00222	0.00111
"ENSG00000174607"	0.01644	0.01626	0.00813	0.005418	0.004245
"ENSG00000174720"	0.0396	0.04968	0.03826	0.025294	0.015013
"ENSG00000174749"	0.00798	0.00399	0.006595	0.004698	0.014797
"ENSG00000174780"	0.04138	0.04361	0.033595	0.029214	0.022053
"ENSG00000174792"	0.0165	0.02913	0.02663	0.016708	0.014895
"ENSG00000174796"	0.02758	0.02325	0.01986	0.012594	0.015059
"ENSG00000174799"	0.03516	0.03474	0.0231	0.012318	0.019327
"ENSG00000174808"	0.01074	0.00537	0.002685	0.00419159124170562	0.00375141011178341
"ENSG00000175920"	0.0369	0.05271	0.037255	0.024546	0.023731
"ENSG00000176979"	0.02832	0.01658	0.01668	0.008106	0.007608
"ENSG00000177300"	0.03042	0.02721	0.023005	0.015532	0.01233
"ENSG00000177432"	0.03582	0.04204	0.028815	0.019894	0.016618
"ENSG00000177752"	0.00998	0.02919	0.018805	0.009444	0.0053
"ENSG00000178163"	0.0645	0.03372	0.020395	0.009048	0.007125
"ENSG00000178177"	0.00504	0.01655	0.01577	0.014582	0.012409
"ENSG00000178222"	0.02722	0.0147	0.04255	0.039596	0.0334070937003706
"ENSG00000178343"	0.02178	0.01316	0.010305	0.009456	0.009973
"ENSG00000178403"	0.01924	0.02696	0.04014	0.028034	0.014818
"ENSG00000178522"	0.02688	0.04773	0.03699	0.028026	0.019142
"ENSG00000178597"	0.03132	0.01634	0.00867	0.005814	0.012624
"ENSG00000178636"	0.01384	0.01378	0.024365	0.018524	0.015786
"ENSG00000178950"	0.05796	0.04068	0.05297	0.043874	0.035071
"ENSG00000178988"	0.03468	0.01734	0.016925	0.020532	0.019868
"ENSG00000179010"	0.01528	0.02785	0.025995	0.01905	0.019388
"ENSG00000179046"	0.02868	0.02841	0.01887	0.007548	0.003774
"ENSG00000179059"	0.01866	0.00933	0.009435	0.007548	0.003774
"ENSG00000179299"	0.02204	0.02793	0.01457	0.008848	0.00839687781447013
"ENSG00000179387"	0.0298	0.01909	0.02124	0.018272	0.010457
"ENSG00000179979"	0.06838	0.0549966700550317	0.0415847750865052	0.0201214848143982	0.0344764425622022
"ENSG00000180245"	0.04514	0.03805	0.028275	0.02433	0.016385
"ENSG00000180346"	0.03156	0.01578	0.01031	0.009776	0.01066
"ENSG00000180613"	0.0183	0.01199	0.00789	0.009904	0.004952
"ENSG00000180801"	0	0.01826	0.00913	0.003972	0.003542
"ENSG00000181004"	0.04266	0.02133	0.01355	0.012618	0.020527
"ENSG00000181215"	0.04506	0.02253	0.019875	0.019362	0.018574
